Ticket ID,Customer Name,Product Purchased,Ticket Type,Ticket Subject,Ticket Description,Customer Satisfaction Rating
10327,Customer,hulu_support,Support inquiry,@hulu_support Mysteriously came back without either sledge h,"CONVERSATION HISTORY:
Customer: @hulu_support How come I can’t stream ESPN on my (i)phone? It’s an MLS game, not NFL.
Agent: @117872 That shouldn't be! If you restart our app, then go to Browse&gt; Networks &gt;ESPN, any change?
Customer: @hulu_support Nope. Nothing between BTN and Fox.
Agent: @117872 Thanks for checking! Let's go ahead and try these: https://t.co/C3IOhQGizS. If this continues, reach out: https://t.co/6YdK7bvQN7.

CURRENT MESSAGE:
@hulu_support Mysteriously came back without either sledge hammer. Maybe I just didn’t wait long enough to see channels after force quit.",
10335,Customer,hulu_support,Support inquiry,@hulu_support Apple TV,"CONVERSATION HISTORY:
Customer: @hulu_support oh no. It's start bad again. Updated app. And still watching commercials and rewatching old footage.
Agent: @117875 Oh no! Which device are you using? If you try a quick reboot of your device, is there any improvement?

CURRENT MESSAGE:
@hulu_support Apple TV",
10346,Customer,sprintcare,Support inquiry,"@sprintcare No that’s it, I hope this situation gets resolve","CONVERSATION HISTORY:
Customer: @115714 has been good to me but their customer service sucks https://t.co/j1dYloidrM
Customer: @117877 @115714 Exactly, it’s a Customer Service business so how could they be good to you if that is bad, I’d say it’s horrendous
Agent: @117730 Is there anything else we can assist you with today?
Customer: @sprintcare Did you find my phone that I returned to brooklawn nj store that was stolen by an employee  and credit account?
Agent: @117730 This issue is being investigated for you and we will contact you on Thursday with a resolution.
Customer: @sprintcare Ok thank you, will talk then
Agent: @117730 My pleasure. Is there anything else I can assist you with today?

CURRENT MESSAGE:
@sprintcare No that’s it, I hope this situation gets resolved quickly",
10354,Customer,sprintcare,Support inquiry,@sprintcare @117879 I didn’t get this deal either...I got $4,"CONVERSATION HISTORY:
Customer: Get $350 off iPhone X when you pre-order yours with Sprint. #WorksForMe https://t.co/xFaqC6Mt5I
Customer: @115714 I preordered on Friday and didn’t get this deal 😡
Agent: @117879 We would like to look into this for you. Please send us a Direct Message, so that we can further assist you. -JJ

CURRENT MESSAGE:
@sprintcare @117879 I didn’t get this deal either...I got $41 a month, if they’re offering it for $22 a month now that’s crazy I want in on it!",
10409,Customer,Ask_Spectrum,Support inquiry,@Ask_Spectrum I sent a DM,"CONVERSATION HISTORY:
Customer: @Ask_Spectrum why when I call up to reduce the overall cost of my package am I greeted with “We only offer the max speed in your area”? WTF!
Customer: @Ask_Spectrum I just want 20mbps, I don’t need 100mbps!!!
Agent: @117886 I do apologize for the inconvenience. I will be happy to help. Do you mind talking through DM? -JP

CURRENT MESSAGE:
@Ask_Spectrum I sent a DM",
10416,Customer,Ask_Spectrum,Support inquiry,@Ask_Spectrum Okay!  I accept your challenge &amp; expect a ,"CONVERSATION HISTORY:
Customer: I’ve been a @115955 customer for years and have never been treated so poorly by @117890!  I am furious! I need corporates number.
Agent: @117889 Our apologies for any frustrations or inconvenience Kyle. Is there anything we may be able to assist with? ^AP .
Customer: @Ask_Spectrum Yes, I need corporates number!
Agent: @117889 I'm sorry Kyle. There is not a telephone number I am able to provide. However, you are welcome to provide any fee... https://t.co/SFeEUPpVnr
Customer: @Ask_Spectrum If you don’t share it, I will just call the corporate number and ask for the office of the president.
Agent: @117889 We would handle these types of inquiries as we are part of the corporate team. We do not have a number to provide... https://t.co/SFeEUPpVnr

CURRENT MESSAGE:
@Ask_Spectrum Okay!  I accept your challenge &amp; expect a resolution of a Corp ee. My complaint is very fair and my requested resolution will be reasonable!",
10430,Customer,O2,Support inquiry,@O2 Yes. Clicking the link on the priority app was supposed ,"CONVERSATION HISTORY:
Customer: @O2,
Hi there,
Hi I ordered my Lego Advent Calendar through priority but haven't received the snow globe.
Agent: @117893 😔 We'd like to help. Have you contacted the retailer directly about this at all? If you've received other items in your order but not the snowglobe then you'd need to contact them.
Customer: @O2 No I haven't. The original offer was on the O2 priority app with a link to the Lego website. The link was supposed to automatically add the snow globe with the purchase of the advent calender.
Agent: @117893 Ah right, did you apply the promotional code you were given through the app at the checkout?

CURRENT MESSAGE:
@O2 Yes. Clicking the link on the priority app was supposed to automatically add it.",
10475,Customer,VerizonSupport,Support inquiry,@VerizonSupport Yes that didn’t work,"CONVERSATION HISTORY:
Customer: Our cable is down so my mom called @115722. She’s been on hold for over an hour. This is ridiculous
Agent: @117904 That is a long time to wait. We can help here. Are other services down or just the TV?
^HSB
Customer: @VerizonSupport Just the tv
Agent: @117904 What error message is being shown on the TV?
^HSB
Customer: @VerizonSupport None of channels are unavailable. We’ve tried to troubleshoot it but it isn’t working. It isn’t a video/picture issue
Agent: @117904 The ""channel unavailable"" would indicate a possible poor coax/splitter connection. Are all your TVs having the same issue? ^JRA
Customer: @VerizonSupport Yes they’re all having the same issue
Agent: @117904 Do you happen to know where your main splitter is? ^RMD
Customer: @VerizonSupport Yes
Agent: @117904 Please check the connection on your splitter to make sure it is secured.
^NHP
Customer: @VerizonSupport It’s secured. What’s next?
Agent: @117904 We want to try a reset to your home network. Do you know where your back up battery is located?
^JAY
Customer: @VerizonSupport Yes
Agent: @117904 Please press and hold down the ""Alarm Silence"" or ""ONT Reset"" button for about 15 seconds. The network terminal to reboot.
^HSB
Customer: @VerizonSupport I did that. Nothing happened
Agent: @117904 When you reset the battery backup did you wait 5 minutes and reset the router?
^NHP

CURRENT MESSAGE:
@VerizonSupport Yes that didn’t work",
10483,Customer,VerizonSupport,Support inquiry,@VerizonSupport Thank you!,"CONVERSATION HISTORY:
Customer: @115722 how do I get back in to change my router name after a reset? Online support not working and callback feature not working
Customer: @117905 Hello, Check the router label for the orignal log on information.
^NHP
Customer: @115722 Yes but I tried/failed too many times so now I am locked out
Agent: @117905 Unfortunately we cannot override the wait time that it takes to allow continued log in. ^RMD
Customer: @VerizonSupport Do you know how long the wait time is?
Agent: @117905 You can perfrom another factory reset. Just hold it down for about 15 seconds and allow the router a couple mins to reboot.  ^JRA

CURRENT MESSAGE:
@VerizonSupport Thank you!",
10503,Customer,VerizonSupport,Support inquiry,@VerizonSupport It’s a nice simple small claims case,"CONVERSATION HISTORY:
Customer: @115725  is garbage. My office phone hasnt worked right since September. Now the VM PW is suddenly rejected and after 2 weeks they still can’t fix it 🖕🖕🖕Verizon
Agent: @117908 We want to provide the correct support. Is this regarding your Mobile or Business  land line services? ^JRA
Customer: @VerizonSupport Opened second ticket number last Friday and received a call to@my cell that it was corrected. Guess what? it’s not
Customer: @VerizonSupport I was given a device that some idiot sent to redirect my calls which also didn’t work
Agent: @117908 Understood, please follow us and DM the ticket number so we may get started.  ^JRA

CURRENT MESSAGE:
@VerizonSupport It’s a nice simple small claims case",
10513,Customer,BofA_Help,Support inquiry,@BofA_Help Still waiting for help. I have no cash and you lo,"CONVERSATION HISTORY:
Customer: Thanks @116035 for ruining my Halloween!! Did you know BOA can't unlock a debit card over the phone? I work til 6, banks close at 4.
Agent: @117910 Hello, we're here to help. Please let us know if there's something we can help on your account. ^mm https://t.co/CoOXedUuUC
Customer: @BofA_Help Can you unlock my debit card so I can take cash out? CS told me I had to wait until midnight for my card to unlock. @BofA_Help
Agent: @117910 Please use link below to send your full name/ZIP/phone/account type and we’ll follow up with you. ^mm https://t.co/CoOXedUuUC

CURRENT MESSAGE:
@BofA_Help Still waiting for help. I have no cash and you locked my card until midnight. All local branches are closed. @BofA_Help",
10521,Customer,BofA_Help,Support inquiry,@BofA_Help Haha thanks,"CONVERSATION HISTORY:
Customer: @116035 you suck
Agent: @117911 Hello, what happened? We're here to help! Please let us know if there is anything we can do. Thank you. ^cr
Customer: @BofA_Help Haha ruined my life! Thanks!
Agent: @117911 Please let us know If you have any account related concerns we can help with. Thanks. ^cr

CURRENT MESSAGE:
@BofA_Help Haha thanks",
10524,Customer,BofA_Help,Support inquiry,@BofA_Help Feel free to call back. I didn’t hear the phone.,"CONVERSATION HISTORY:
Customer: @116035 explain how I get overdraft charges when I had a positive balance?? https://t.co/HEO2epOSlr
Agent: @117912 I called and left a message with my contact info. Please let me know the best time to reach you. ^ag

CURRENT MESSAGE:
@BofA_Help Feel free to call back. I didn’t hear the phone.",
10534,Customer,CoxHelp,Support inquiry,@CoxHelp I havent. Is there a phone number for that team?,"CONVERSATION HISTORY:
Customer: Wow another price increase from @116021. Started at 40 dollars after promo 6 years ago and it has since doubled.
Agent: @117914 2) Have you spoken with our loyalty team about your monthly rate? -Karen

CURRENT MESSAGE:
@CoxHelp I havent. Is there a phone number for that team?",
10540,Customer,CoxHelp,Support inquiry,@CoxHelp I don’t block anyone. Just go away.,"CONVERSATION HISTORY:
Customer: TONIGHT: Game 6 of the #WorldSeries Astros vs. Dodgers ⚾️
Watch on FOX, FOX Deportes, or FOX Sports GO starting at at 7:30/4:30p https://t.co/KnLpylYoaK
Customer: @116021 Well, I don’t have your service so why are you clogging my timeline?
Agent: @117915, You can block upper right pull down.  = JJ

CURRENT MESSAGE:
@CoxHelp I don’t block anyone. Just go away.",
10551,Customer,XboxSupport,Support inquiry,@117920 I agree @XboxSupport is awesome! #XboxHelp,"CONVERSATION HISTORY:
Customer: Thank you @XboxSupport for your support 😁 got if fixed guys https://t.co/moSI2KklHj
Agent: @117919 Glad to hear you had a great experience! Have a great rest of your day.   ^RR
Customer: @XboxSupport Tell Rhea Mae O. He was a gentleman with me and i had a good time with him
Customer: @117919 @XboxSupport Xbox Support has always been great 🙂 nothing but good experiences with them, both as regular person and as reviewer

CURRENT MESSAGE:
@117920 I agree @XboxSupport is awesome! #XboxHelp",
10574,Customer,idea_cares,Support inquiry,@idea_cares I still find that my SIM is not recognised and I,"CONVERSATION HISTORY:
Customer: @idea_cares Kindly restore my number, my account has had a balance greater than Rs20/ 9850873091 as per your message of 6-10-17see complaint
Agent: @117925 We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care

CURRENT MESSAGE:
@idea_cares I still find that my SIM is not recognised and I am unable to connect, I get a msg ""SIM registration failed"" All your responses are so vague continually asking me to explain the problem, please review my concerns and then give me a proper recourse. Thanks, Noorel",
10619,Customer,DoorDash_Help,Support inquiry,@DoorDash_Help DM'd,"CONVERSATION HISTORY:
Customer: @DoorDash_Help Just DM'd you guys, had an awful lunch experience.
Agent: @117942 Thanks for this message. Sorry for the trouble.  Please DM us with your email address &amp; we'll reach out right away!

CURRENT MESSAGE:
@DoorDash_Help DM'd",
10634,Customer,AmazonHelp,Support inquiry,"@AmazonHelp Thank you, I will.","CONVERSATION HISTORY:
Customer: How does amazon have late shipping? Multi billion dollar company @115821
Agent: @117948 I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD
Customer: @AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.
Agent: @117948 What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo ^VB
Customer: @AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though.
Agent: @117948 Hi Mark!

Deliveries will run up until 21:00.  Let us know what happens.

Chuck H

CURRENT MESSAGE:
@AmazonHelp Thank you, I will.",
10671,Customer,AppleSupport,Support inquiry,"@AppleSupport /2...2 docs did open, duplicated themselves, n","CONVERSATION HISTORY:
Customer: @AppleSupport So, since updating the latest iOS, Pages no longer lets me open any docs, all show,  just don’t open. Suggestions? Anyone?
Agent: @117959 Can you confirm what version of iOS you updated to? Also, have you tried restarting your device?

CURRENT MESSAGE:
@AppleSupport /2...2 docs did open, duplicated themselves, now none open after I closed them.",
10687,Customer,AppleSupport,Support inquiry,@AppleSupport I️ figured it out thanks 🤘🏽,"CONVERSATION HISTORY:
Customer: @115858 why everytime I️ type an “I️” this extra A and box pops up ??
Agent: @117965 Let's work on a solution together. To start, which device model and exact iOS version are you using?

CURRENT MESSAGE:
@AppleSupport I️ figured it out thanks 🤘🏽",
10694,Customer,AppleSupport,Support inquiry,@AppleSupport Well it is now 11 days after and still no sign,"CONVERSATION HISTORY:
Customer: @AppleSupport why do I not have my October challenge ring after competition? 😡😡
Agent: @117968 If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge.

CURRENT MESSAGE:
@AppleSupport Well it is now 11 days after and still no sign of it",
10700,Customer,Uber_Support,Support inquiry,"@Uber_Support Ok great, thanks!","CONVERSATION HISTORY:
Customer: @Uber_Support can we bring our own carseat in an UberX ride to the airport?
Agent: @117969 Here to help! Find out more here on how Uber Car Seat works https://t.co/B7TnOOg1JY
Customer: @Uber_Support Thanks - our baby is &lt;12mos and we need our car seat to fly so I was wondering if we can bring our own car seat and install via belt buckle in any UberX to go to the airport
Agent: @117969 Hi there! Yes, you're always welcome to bring your own car seat along for the ride.

CURRENT MESSAGE:
@Uber_Support Ok great, thanks!",
10723,Customer,British_Airways,Support inquiry,@British_Airways That’s definitely the plan! Thanks for the ,"CONVERSATION HISTORY:
Customer: That's it, I'm on board with @British_Airways, ready to leave Tokyo for London. No, before you ask, I don't want to go. https://t.co/qCYaTtfO9c
Agent: @117980 We're glad to have you back on board, Andy. We know that you don't want to leave Tokyo so you'll just have to go back. ^Helen

CURRENT MESSAGE:
@British_Airways That’s definitely the plan! Thanks for the great flight, as always.",
10729,Customer,British_Airways,Support inquiry,@British_Airways Lisa i was being incredibly sarcastic,"CONVERSATION HISTORY:
Customer: @British_Airways firstly Cabin Service Manager Lesley Thomson is fantastic and went above and beyond during a flight from Vegas to Heathrow
Agent: @117981 Hi Kevin, we don't like to read this. Did our crew offer to move your seat? ^Helen
Customer: @British_Airways No.
Agent: @117981 We're very sorry you were let down, Kevin. ^Alex
Customer: @British_Airways It's okay...i got a £20 voucher / appology
Agent: @117981 That's good to hear, Kevin. Thanks for your understanding, I do hope we can welcome you back on board soon. Many thanks. ^Lisa.

CURRENT MESSAGE:
@British_Airways Lisa i was being incredibly sarcastic",
10739,Customer,comcastcares,Support inquiry,"@comcastcares Okay thank you, just seems weird that all area","CONVERSATION HISTORY:
Customer: Hey @115900 you know what I want for Christmas? The ability to get xfinity where I live..almost everyone in the city I'm in would switch 2
Agent: @117983 If we could offer service to every city we would. ~DB
Customer: @comcastcares Is there anyway I could make radford va any closer to the next ones on the list?
Agent: @117983 I can certainly pass on your feedback to the necessary department but I can't guarantee that we'll be able to get service out there. -Ra

CURRENT MESSAGE:
@comcastcares Okay thank you, just seems weird that all areas around the city can get Comcast but not in the city  or the surrounding one mile",
10753,Customer,TMobileHelp,Support inquiry,"@TMobileHelp Thank you! I appreciate it, hopefully it's just","CONVERSATION HISTORY:
Customer: @TMobileHelp I've spent all day trying to access the app, and I keep getting this error message. This is the longest I've had this problem. https://t.co/He68JTyvXM
Customer: @TMobileHelp I think I just might use the website.
Agent: @117986 Hey there!  Will you follow this link https://t.co/oNhjmI1cTs and  shoot me a DM? *VictoriaPollard
Customer: @TMobileHelp It's not that big of a deal really, I don't have a Baskin Robins in my area anyway, it's just something I noticed.
Agent: @117986 If  you decide you want to troubleshoot just message us!  We have your back! *VictoriaPollard

CURRENT MESSAGE:
@TMobileHelp Thank you! I appreciate it, hopefully it's just a server overload of some sort, the website works fine.",
10776,Customer,SouthwestAir,Support inquiry,@SouthwestAir Haha I’ll take it ✨✨,"CONVERSATION HISTORY:
Customer: Another reason to love flying @SouthwestAir #HappyHallowen https://t.co/uJUPlMNjKn
Agent: @117993 As long as you don't start melting, you should be good to go! Tell the Wizard we said hi. ^SL
Customer: @SouthwestAir Only witches melt though...what are you saying?? 🤔
Agent: @117993 Glinda was a good witch... ^SL

CURRENT MESSAGE:
@SouthwestAir Haha I’ll take it ✨✨",
10780,Customer,SouthwestAir,Support inquiry,@SouthwestAir Thanks for the treat for those of us who have ,"CONVERSATION HISTORY:
Customer: @SouthwestAir gate agent said you had treats for travelers today?
Agent: @117994 Hey Jessica - We're serving complimentary adult drinks onboard today. Happy Halloween! ^KM

CURRENT MESSAGE:
@SouthwestAir Thanks for the treat for those of us who have to miss out tonight! I will be sure to tell my flight crew. They d/n know 🎃👻",
10785,Customer,SouthwestAir,Support inquiry,@SouthwestAir Finished the second season on the flight! So g,"CONVERSATION HISTORY:
Customer: Another day, another @SouthwestAir 737-800 &amp; I snagged exit row again! Time to continue to binge #StrangerThings. Perfect for #Halloween!
Agent: @117996 That's what we're talking about! I'm on episode 6. You? ^MA

CURRENT MESSAGE:
@SouthwestAir Finished the second season on the flight! So good!",
10800,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets There’s not a chipotle within 100 miles of m,"CONVERSATION HISTORY:
Customer: Ugh I just want a BOOrito 😢 @ChipotleTweets
Agent: @118002 What's stopping you? -Becky

CURRENT MESSAGE:
@ChipotleTweets There’s not a chipotle within 100 miles of me since I’ve moved 😢",
10817,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets Are you Becky with the good hair?,"CONVERSATION HISTORY:
Customer: Boys on them at Chipotle tough tonight @ChipotleTweets https://t.co/fDtfdMFrLZ
Agent: @118008 Our app ordering is turned off tonight for our Boorito promo, but it'll be back on again tomorrow. -Becky

CURRENT MESSAGE:
@ChipotleTweets Are you Becky with the good hair?",
10821,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets I got my chipotle!! https://t.co/eyPnA2Ws0C,"CONVERSATION HISTORY:
Customer: If @667 could come home so I could go get @ChipotleTweets that’d be cool
Agent: @118009 Super cool. Home yet? -Becky
Customer: @ChipotleTweets On his way!
Agent: @118009 Yahoo! Home stretch. -Becky

CURRENT MESSAGE:
@ChipotleTweets I got my chipotle!! https://t.co/eyPnA2Ws0C",
10834,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets Ok Becky sent. Not my first time complaining,"CONVERSATION HISTORY:
Customer: @ChipotleTweets when I workd4 u &amp;some1 came as Steve Ells we always gave em $3 boorito. Greenville SC store has 0 fun kid was Wonder Woman 2
Agent: @118013 That doesn't sound good. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky
Customer: @ChipotleTweets Y?My kid got a bowl but said no to husbands costume as Steve They messed up the order neway and werent very nice. I miss my patch. We ❤️ ppl
Agent: @118013 We'd like more details than 140 characters can provide, and we want to follow up. -Becky

CURRENT MESSAGE:
@ChipotleTweets Ok Becky sent. Not my first time complaining about this store either. If I want attitude, laziness and wrong food I’ll just go to McDs",
10843,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets (I think) he was legit,"CONVERSATION HISTORY:
Customer: When you have to triple take to tell if the cop in @ChipotleTweets is an actual police officer or just a dude dressed up for a $3 boorito
Agent: @118015 Which was it? -Becky

CURRENT MESSAGE:
@ChipotleTweets (I think) he was legit",
10850,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets I submitted the incident via your link.,"CONVERSATION HISTORY:
Customer: @ChipotleTweets Instead of a treat for my $3 for me a trick of a case of food poisoning was served. Diarrhea ensued. 🤢Not a happy Halloween!
Agent: @118017 That's very concerning. Please tell us more so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky

CURRENT MESSAGE:
@ChipotleTweets I submitted the incident via your link.",
10880,Customer,sprintcare,Support inquiry,@sprintcare :-) So excited!,"CONVERSATION HISTORY:
Customer: Preordered my #iPhoneX on time before 5 on the 27 and still haven’t gotten a shipped email ..it still says pending @115714 😒
Customer: @118031 @115714 I just received my tracking numbers today, I hope you did too!
Agent: @118030 Hey there! We are happy to hear this. -JC

CURRENT MESSAGE:
@sprintcare :-) So excited!",
10893,Customer,VerizonSupport,Support inquiry,@VerizonSupport Ok so I won't be charged $30 for the entire ,"CONVERSATION HISTORY:
Customer: @VerizonSupport can I get some service please? Need an issue resolved
Agent: @118036 Help has arrived. What trouble are you having with your service?
^HSB
Customer: @VerizonSupport If I want to upgrade my tv package and my tv says it'll cost $30 more per month, will I get charged for Oct. if I upgrade today? Or prorate
Agent: @118036 Pro-ration.
^JAY

CURRENT MESSAGE:
@VerizonSupport Ok so I won't be charged $30 for the entire month of October and then another $30 for November? It'll be prorated for October, right?",
10913,Customer,AdobeCare,Support inquiry,@AdobeCare I'm fine. But @118043 needs help.,"CONVERSATION HISTORY:
Customer: Either I'm doing something wrong or this doesn't work anymore: https://t.co/GpKs8oBspR. @AdobeCare what do you say?? #lightroom
Customer: @118043 @AdobeCare Sachen machst du
Agent: @118042 Would you mind providing more details about the issue? We'd certainly follow up. ^Raj https://t.co/iuwZCjz4Or

CURRENT MESSAGE:
@AdobeCare I'm fine. But @118043 needs help.",
10922,Customer,AdobeCare,Support inquiry,"@AdobeCare Hi Raj, none of these have helped me. PS &amp; Il","CONVERSATION HISTORY:
Customer: .@116233 #InDesign 2018 is unbelievably buggy. Please fix asap. #adobe @117339 @118046
Agent: @118045 Would you mind providing more details about the issue? We'd certainly follow up. ^Raj https://t.co/iuwZCjz4Or
Customer: @AdobeCare I have OS HighSierra installed the bug fix &amp; now it's crashing, losing work, can't undo &amp; recovered documents have none of my updates.
Agent: @118045 Please check if this helps: https://t.co/UpomsQUl23 &amp; let us know how it goes. ^Raj

CURRENT MESSAGE:
@AdobeCare Hi Raj, none of these have helped me. PS &amp; Illustr are starting to have issues also, shutting down &amp; losing work etc. I'll log the problems",
10936,Customer,ATVIAssist,Support inquiry,@ATVIAssist Thanks I Answered my own question,"CONVERSATION HISTORY:
Customer: @115766 I have question when you get the Digital bundle do you get the season pass included
Agent: @118051 The Season Pass is included with the Digital Deluxe Edition. If you'd like the Season Pass, make sure you get this version. ^MB

CURRENT MESSAGE:
@ATVIAssist Thanks I Answered my own question",
10946,Customer,AzureSupport,Support inquiry,"@AzureSupport I am based in Hyderabad, India. Trying to acce","CONVERSATION HISTORY:
Customer: @118056 Azure portal times out... for over an hour now. Unable to access the services for configuration update
Agent: @118055 Hi there. Would you be able to confirm the region affected and your Sub ID please? ^SB
 https://t.co/EYpi1mphGM

CURRENT MESSAGE:
@AzureSupport I am based in Hyderabad, India. Trying to access our corporate subscription. Just stepped out, don't have the subscription id handy",
10954,Customer,CenturyLinkHelp,Support inquiry,"@CenturyLinkHelp Thanks, Chris, will do","CONVERSATION HISTORY:
Customer: @116072 @CenturyLinkHelp you guys are the pinnacle of a garbage company - you pay for vendors to harass people to buy your services
Customer: @116072 @CenturyLinkHelp And then when we call your customer service department, they just say “that’s not us, we don’t know how to take this feedback”
Customer: @116072 @CenturyLinkHelp Have some accountability - if I don’t want your service this month, do you really think knocking on my door 5x/day will do it next month?
Agent: @118058 I'm sorry to hear of your issues with our agents, Please DM me and i would be happy to take a look and see what we can do. -Chris

CURRENT MESSAGE:
@CenturyLinkHelp Thanks, Chris, will do",
10965,Customer,AskTarget,Support inquiry,@AskTarget Speaking of #Cars3 ...why is the @116062 exclusiv,"CONVERSATION HISTORY:
Customer: IT'S #reputationERA! GET THE EXCLUSIVE MAGAZINE ALBUM BUNDLES, ONLY AT @116062! https://t.co/WGk9iSPtEP https://t.co/BPppBiG4FN
Customer: @118061 @116062 @AskTarget @118062  Will these be available in-store too? And should I camp out now or wait until next Fri. to go? #reputation
Agent: @118060 In order to buy the ""Gorgeous"" magazines, we suggest going to the store on Friday 11/10, not Sunday. Are you ""Ready For It?"" We can't wait!
Customer: @AskTarget I can't wait either! Maybe I'll get in line now. 10 days in advance isn't that early, right? https://t.co/5BzyT8XxBR
Agent: @118060 If you get in line now, we're jealous of you. But if you don't, that's honestly worse. 🎶 😉

CURRENT MESSAGE:
@AskTarget Speaking of #Cars3 ...why is the @116062 exclusive more $$$ ? You do this a lot w/exclusive items! 👎😛",
10974,Customer,AskPapaJohns,Support inquiry,@AskPapaJohns NVM. It just got delivered however waiting 2 h,"CONVERSATION HISTORY:
Customer: @AskPapaJohns Order #556073124. Ordered my pizza and hour ago, on the tracker it says delivered. Didn't get anything. Can I get a refund?
Agent: @118063 We're sorry your order is late! Can you DM us your contact info? Thanks!

CURRENT MESSAGE:
@AskPapaJohns NVM. It just got delivered however waiting 2 hours for a pizza....",
10985,Customer,UPSHelp,Support inquiry,@UPSHelp Done 🤗,"CONVERSATION HISTORY:
Customer: When ever you want @115817 when ever you want... https://t.co/ZULpCXsrBp
Customer: @118066 @115817 es un paquete grande o pequeño?
Customer: @118067 @115817 Normal. Son dos solar outdoor led lights.
Agent: @118066 Please send your tracking # via DM so we can look into any issues for you. ^MC https://t.co/wKJHDXWGRQ

CURRENT MESSAGE:
@UPSHelp Done 🤗",
10996,Customer,UPSHelp,Support inquiry,@UPSHelp Assistance YES plz tellus where Obama delivered tho,"CONVERSATION HISTORY:
Customer: DEMOCRATS,,OBAMA OPENED THE DOOR WIDE FOR THEM ,NOW DEAL WITH IT ,,OR DIE ,,
LET TRUMP DO HIS JOB,, https://t.co/yu3DgDEcst
Customer: @118071 NOT ONLY OPENED THE DOOR HE PICKTEM UP BRUNGEM HERE BY UPS DHS BUSESINEMIN TRAINS STRATEGICALLY PLACED THEM ALL OVER USA CELLS EVERYWHERE
Agent: @118070 If you need any assistance, please DM our team further details and any tracking information. ^BO https://t.co/wKJHDXWGRQ

CURRENT MESSAGE:
@UPSHelp Assistance YES plz tellus where Obama delivered those Somalias &amp; Middle Easterns for OBAMA during his reign of INVASION start there wouldya?",
11010,Customer,AskPayPal,Support inquiry,@AskPayPal I did send a screenshot,"CONVERSATION HISTORY:
Customer: @AskPayPal can someone please help me with my account. __email__ +27824381483
Agent: @118076 Hi! I've responded to your DM, and thank you for your patience. ^ES
Customer: @AskPayPal Can you please open my account so I can transfer the money in there and close the account.
Agent: @118076 Hello! we sent you a message with more information, so that we can further assist you. Please check your DM's. ^JDG

CURRENT MESSAGE:
@AskPayPal I did send a screenshot",
11017,Customer,AmazonHelp,Support inquiry,@AmazonHelp I ordered almost a full week before release. Rec,"CONVERSATION HISTORY:
Customer: Hey @115821 What’s the point of preordering a game if I don’t get it until 5 days after release?
Agent: @118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC
Customer: @AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?
Agent: @118078 Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN

CURRENT MESSAGE:
@AmazonHelp I ordered almost a full week before release. Receiving it almost a full week after. That’s not Prime.",
11039,Customer,AmazonHelp,Support inquiry,@AmazonHelp Yeah I know how to check it. There's no informat,"CONVERSATION HISTORY:
Customer: I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine @115821
Agent: @118081 I'm sorry you haven't received an update on your shipping details! You can check your order here: https://t.co/Y5jpI9gRhE ^MO

CURRENT MESSAGE:
@AmazonHelp Yeah I know how to check it. There's no information still",
11053,Customer,AmazonHelp,Support inquiry,@AmazonHelp Will do. Thanks,"CONVERSATION HISTORY:
Customer: @AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM
Agent: @118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: https://t.co/Y5jpI9gRhE  ^LM
Customer: @AmazonHelp Original promised delivery date was yesterday to this Friday.
Agent: @118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR
Customer: @AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery
Agent: @118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ

CURRENT MESSAGE:
@AmazonHelp Will do. Thanks",
